42787	5517.02	19.517
42815	5517.02	19.682
42846	5517.02	19.914
42145	5841.55	15.937
42177	5841.55	15.843
42206	5841.55	15.396
42237	5841.55	15.894
42268	5841.55	16.133
42298	5841.55	15.901
42331	5841.55	15.719
42359	5841.55	15.649
42390	5841.55	15.968
42422	5841.55	16.226
42450	5841.55	16.368
42481	5841.55	16.156
42513	5841.55	15.969
42542	5841.55	15.936
42572	5841.55	16.575
42604	5841.55	17.149
42634	5841.55	17.569
42664	5841.55	17.753
42695	5841.55	17.92
42725	5841.55	18.097
42758	5841.55	18.436
42787	5841.55	18.702
42815	5841.55	18.942
42846	5841.55	19.227
42145	6166.08	16.263
42177	6166.08	16.261
42206	6166.08	16.851
42237	6166.08	16.536
42268	6166.08	16.371
42298	6166.08	16.451
42331	6166.08	16.512
42359	6166.08	16.644
42390	6166.08	17.497
42422	6166.08	18.167
42450	6166.08	18.536
42481	6166.08	18.04
42513	6166.08	17.598
42542	6166.08	17.27
42572	6166.08	17.112
42604	6166.08	16.963
42634	6166.08	16.868
42664	6166.08	16.919
42695	6166.08	16.966
42725	6166.08	17.078
42758	6166.08	17.557
42787	6166.08	17.93
42815	6166.08	18.256
42846	6166.08	18.59
42145	6490.61	16.671
42177	6490.61	16.96
42206	6490.61	18.741
42237	6490.61	17.357
42268	6490.61	16.594
42298	6490.61	16.955
42331	6490.61	17.231
42359	6490.61	17.538
42390	6490.61	18.842
42422	6490.61	19.848
42450	6490.61	20.416
42481	6490.61	19.871
42513	6490.61	19.385
42542	6490.61	18.961
42572	6490.61	18.338
42604	6490.61	17.739
42634	6490.61	17.277
42664	6490.61	17.087
42695	6490.61	16.91
42725	6490.61	16.834
42758	6490.61	17.173
42787	6490.61	17.438
42815	6490.61	17.689
42846	6490.61	18.054
42145	6815.14	17.094
42177	6815.14	17.718
42206	6815.14	20.55
42237	6815.14	18.172
42268	6815.14	16.804
42298	6815.14	17.421
42331	6815.14	17.888
42359	6815.14	18.347
42390	6815.14	20.038
42422	6815.14	21.326
42450	6815.14	22.057
42481	6815.14	21.468
42513	6815.14	20.943
42542	6815.14	20.454
42572	6815.14	19.548
42604	6815.14	18.665
42634	6815.14	17.994
42664	6815.14	17.809
42695	6815.14	17.636
42725	6815.14	17.5
42758	6815.14	17.446
42787	6815.14	17.403
42815	6815.14	17.417
42846	6815.14	17.766
42145	7139.67	17.51
42177	7139.67	18.469
42206	7139.67	22.2
42237	7139.67	18.943
42268	7139.67	17.001
42298	7139.67	17.855
42331	7139.67	18.493
42359	7139.67	19.087
42390	7139.67	21.116
42422	7139.67	22.645
42450	7139.67	23.515
42481	7139.67	22.888
42513	7139.67	22.328
42542	7139.67	21.784
42572	7139.67	20.652
42604	7139.67	19.54
42634	7139.67	18.693
42664	7139.67	18.496
42695	7139.67	18.313
42725	7139.67	18.141
42758	7139.67	17.913
42787	7139.67	17.729
42815	7139.67	17.622
42846	7139.67	17.877
42145	7464.2	17.91
42177	7464.2	19.19
42206	7464.2	23.699
42237	7464.2	19.664
42268	7464.2	17.188
42298	7464.2	18.259
42331	7464.2	19.053
42359	7464.2	19.768
42390	7464.2	22.096
42422	7464.2	23.837
42450	7464.2	24.829
42481	7464.2	24.167
42513	7464.2	23.576
42542	7464.2	22.984
42572	7464.2	21.66
42604	7464.2	20.349
42634	7464.2	19.35
42664	7464.2	19.138
42695	7464.2	18.94
42725	7464.2	18.751
42758	7464.2	18.484
42787	7464.2	18.269
42815	7464.2	18.118
42846	7464.2	18.236
42145	7788.73	18.293
42177	7788.73	19.873
42206	7788.73	25.064
42237	7788.73	20.336
42268	7788.73	17.364
42298	7788.73	18.638
42331	7788.73	19.574
42359	7788.73	20.399
42390	7788.73	22.996
42422	7788.73	24.925
42450	7788.73	26.025
42481	7788.73	25.331
42513	7788.73	24.712
42542	7788.73	24.077
42572	7788.73	22.584
42604	7788.73	21.099
42634	7788.73	19.963
42664	7788.73	19.735
42695	7788.73	19.523
42725	7788.73	19.325
42758	7788.73	19.065
42787	7788.73	18.855
42815	7788.73	18.696
42846	7788.73	18.719
